modelId,equipId,vendor,model,unitModelNumber,unitNumberKind,unitRole,status,sourceFile,sourcePage,sourceTable,fieldId,fieldKo,value,unit
swegon-iqlogic-gold-rx-px-cx-sd-ahu-modbus,e5,Swegon,IQlogic — GOLD RX/PX/CX/SD AHU (Modbus),GOLD RX Top 025+ Top,capacityClass,packagedUnit,extracted,Swegon_AHU_QuickGuide.pdf,4,치수·중량 — Swegon_AHU_QuickGuide.pdf p4,ratedAirflow,정격 풍량,1080 - 9000,m³/h
swegon-iqlogic-gold-rx-px-cx-sd-ahu-modbus,e5,Swegon,IQlogic — GOLD RX/PX/CX/SD AHU (Modbus),GOLD RX Top 025+ Top,capacityClass,packagedUnit,extracted,Swegon_AHU_QuickGuide.pdf,4,치수·중량 — Swegon_AHU_QuickGuide.pdf p4,sfp15Airflow,SFP 1.5 / 150 Pa 풍량,8640,m³/h
swegon-iqlogic-gold-rx-px-cx-sd-ahu-modbus,e5,Swegon,IQlogic — GOLD RX/PX/CX/SD AHU (Modbus),GOLD RX Top 025+ Top,capacityClass,packagedUnit,extracted,Swegon_AHU_QuickGuide.pdf,4,치수·중량 — Swegon_AHU_QuickGuide.pdf p4,sfp20Airflow,SFP 2.0 / 200 Pa 풍량,9000,m³/h
swegon-iqlogic-gold-rx-px-cx-sd-ahu-modbus,e5,Swegon,IQlogic — GOLD RX/PX/CX/SD AHU (Modbus),GOLD RX Top 030 Top,capacityClass,packagedUnit,extracted,Swegon_AHU_QuickGuide.pdf,4,치수·중량 — Swegon_AHU_QuickGuide.pdf p4,airflowConfiguration,기류 구성,GOLD RX Top,
swegon-iqlogic-gold-rx-px-cx-sd-ahu-modbus,e5,Swegon,IQlogic — GOLD RX/PX/CX/SD AHU (Modbus),GOLD RX Top 030 Top,capacityClass,packagedUnit,extracted,Swegon_AHU_QuickGuide.pdf,4,치수·중량 — Swegon_AHU_QuickGuide.pdf p4,capacityClass,용량대,크기 030 Top,
swegon-iqlogic-gold-rx-px-cx-sd-ahu-modbus,e5,Swegon,IQlogic — GOLD RX/PX/CX/SD AHU (Modbus),GOLD RX Top 030 Top,capacityClass,packagedUnit,extracted,Swegon_AHU_QuickGuide.pdf,4,치수·중량 — Swegon_AHU_QuickGuide.pdf p4,ecodesignAirflow,Ecodesign 풍량,1800 - 8160,m³/h
swegon-iqlogic-gold-rx-px-cx-sd-ahu-modbus,e5,Swegon,IQlogic — GOLD RX/PX/CX/SD AHU (Modbus),GOLD RX Top 030 Top,capacityClass,packagedUnit,extracted,Swegon_AHU_QuickGuide.pdf,4,치수·중량 — Swegon_AHU_QuickGuide.pdf p4,ratedAirflow,정격 풍량,1800 - 8160,m³/h
swegon-iqlogic-gold-rx-px-cx-sd-ahu-modbus,e5,Swegon,IQlogic — GOLD RX/PX/CX/SD AHU (Modbus),GOLD RX Top 030 Top,capacityClass,packagedUnit,extracted,Swegon_AHU_QuickGuide.pdf,4,치수·중량 — Swegon_AHU_QuickGuide.pdf p4,sfp15Airflow,SFP 1.5 / 150 Pa 풍량,7560,m³/h
swegon-iqlogic-gold-rx-px-cx-sd-ahu-modbus,e5,Swegon,IQlogic — GOLD RX/PX/CX/SD AHU (Modbus),GOLD RX Top 030 Top,capacityClass,packagedUnit,extracted,Swegon_AHU_QuickGuide.pdf,4,치수·중량 — Swegon_AHU_QuickGuide.pdf p4,sfp20Airflow,SFP 2.0 / 200 Pa 풍량,9360,m³/h
swegon-iqlogic-gold-rx-px-cx-sd-ahu-modbus,e5,Swegon,IQlogic — GOLD RX/PX/CX/SD AHU (Modbus),GOLD RX Top 030+ Top,capacityClass,packagedUnit,extracted,Swegon_AHU_QuickGuide.pdf,4,치수·중량 — Swegon_AHU_QuickGuide.pdf p4,airflowConfiguration,기류 구성,GOLD RX Top,
swegon-iqlogic-gold-rx-px-cx-sd-ahu-modbus,e5,Swegon,IQlogic — GOLD RX/PX/CX/SD AHU (Modbus),GOLD RX Top 030+ Top,capacityClass,packagedUnit,extracted,Swegon_AHU_QuickGuide.pdf,4,치수·중량 — Swegon_AHU_QuickGuide.pdf p4,capacityClass,용량대,크기 030+ Top,
swegon-iqlogic-gold-rx-px-cx-sd-ahu-modbus,e5,Swegon,IQlogic — GOLD RX/PX/CX/SD AHU (Modbus),GOLD RX Top 030+ Top,capacityClass,packagedUnit,extracted,Swegon_AHU_QuickGuide.pdf,4,치수·중량 — Swegon_AHU_QuickGuide.pdf p4,ecodesignAirflow,Ecodesign 풍량,1800 - 10080,m³/h
swegon-iqlogic-gold-rx-px-cx-sd-ahu-modbus,e5,Swegon,IQlogic — GOLD RX/PX/CX/SD AHU (Modbus),GOLD RX Top 030+ Top,capacityClass,packagedUnit,extracted,Swegon_AHU_QuickGuide.pdf,4,치수·중량 — Swegon_AHU_QuickGuide.pdf p4,ratedAirflow,정격 풍량,1800 - 10080,m³/h
swegon-iqlogic-gold-rx-px-cx-sd-ahu-modbus,e5,Swegon,IQlogic — GOLD RX/PX/CX/SD AHU (Modbus),GOLD RX Top 030+ Top,capacityClass,packagedUnit,extracted,Swegon_AHU_QuickGuide.pdf,4,치수·중량 — Swegon_AHU_QuickGuide.pdf p4,sfp15Airflow,SFP 1.5 / 150 Pa 풍량,9360,m³/h
swegon-iqlogic-gold-rx-px-cx-sd-ahu-modbus,e5,Swegon,IQlogic — GOLD RX/PX/CX/SD AHU (Modbus),GOLD RX Top 030+ Top,capacityClass,packagedUnit,extracted,Swegon_AHU_QuickGuide.pdf,4,치수·중량 — Swegon_AHU_QuickGuide.pdf p4,sfp20Airflow,SFP 2.0 / 200 Pa 풍량,10800,m³/h
swegon-iqlogic-gold-rx-px-cx-sd-ahu-modbus,e5,Swegon,IQlogic — GOLD RX/PX/CX/SD AHU (Modbus),GOLD PX 004,capacityClass,packagedUnit,extracted,Swegon_AHU_QuickGuide.pdf,5,치수·중량 — Swegon_AHU_QuickGuide.pdf p5,airflowConfiguration,기류 구성,GOLD PX,
swegon-iqlogic-gold-rx-px-cx-sd-ahu-modbus,e5,Swegon,IQlogic — GOLD RX/PX/CX/SD AHU (Modbus),GOLD PX 004,capacityClass,packagedUnit,extracted,Swegon_AHU_QuickGuide.pdf,5,치수·중량 — Swegon_AHU_QuickGuide.pdf p5,capacityClass,용량대,크기 004,
swegon-iqlogic-gold-rx-px-cx-sd-ahu-modbus,e5,Swegon,IQlogic — GOLD RX/PX/CX/SD AHU (Modbus),GOLD PX 004,capacityClass,packagedUnit,extracted,Swegon_AHU_QuickGuide.pdf,5,치수·중량 — Swegon_AHU_QuickGuide.pdf p5,ecodesignAirflow,Ecodesign 풍량,290 - 2012,m³/h
swegon-iqlogic-gold-rx-px-cx-sd-ahu-modbus,e5,Swegon,IQlogic — GOLD RX/PX/CX/SD AHU (Modbus),GOLD PX 004,capacityClass,packagedUnit,extracted,Swegon_AHU_QuickGuide.pdf,5,치수·중량 — Swegon_AHU_QuickGuide.pdf p5,ratedAirflow,정격 풍량,290 - 2012,m³/h
swegon-iqlogic-gold-rx-px-cx-sd-ahu-modbus,e5,Swegon,IQlogic — GOLD RX/PX/CX/SD AHU (Modbus),GOLD PX 004,capacityClass,packagedUnit,extracted,Swegon_AHU_QuickGuide.pdf,5,치수·중량 — Swegon_AHU_QuickGuide.pdf p5,sfp15Airflow,SFP 1.5 / 150 Pa 풍량,1468,m³/h
swegon-iqlogic-gold-rx-px-cx-sd-ahu-modbus,e5,Swegon,IQlogic — GOLD RX/PX/CX/SD AHU (Modbus),GOLD PX 004,capacityClass,packagedUnit,extracted,Swegon_AHU_QuickGuide.pdf,5,치수·중량 — Swegon_AHU_QuickGuide.pdf p5,sfp20Airflow,SFP 2.0 / 200 Pa 풍량,1620,m³/h
swegon-iqlogic-gold-rx-px-cx-sd-ahu-modbus,e5,Swegon,IQlogic — GOLD RX/PX/CX/SD AHU (Modbus),GOLD PX 005,capacityClass,packagedUnit,extracted,Swegon_AHU_QuickGuide.pdf,5,치수·중량 — Swegon_AHU_QuickGuide.pdf p5,airflowConfiguration,기류 구성,GOLD PX,
swegon-iqlogic-gold-rx-px-cx-sd-ahu-modbus,e5,Swegon,IQlogic — GOLD RX/PX/CX/SD AHU (Modbus),GOLD PX 005,capacityClass,packagedUnit,extracted,Swegon_AHU_QuickGuide.pdf,5,치수·중량 — Swegon_AHU_QuickGuide.pdf p5,capacityClass,용량대,크기 005,
swegon-iqlogic-gold-rx-px-cx-sd-ahu-modbus,e5,Swegon,IQlogic — GOLD RX/PX/CX/SD AHU (Modbus),GOLD PX 005,capacityClass,packagedUnit,extracted,Swegon_AHU_QuickGuide.pdf,5,치수·중량 — Swegon_AHU_QuickGuide.pdf p5,ecodesignAirflow,Ecodesign 풍량,290 - 1944,m³/h
swegon-iqlogic-gold-rx-px-cx-sd-ahu-modbus,e5,Swegon,IQlogic — GOLD RX/PX/CX/SD AHU (Modbus),GOLD PX 005,capacityClass,packagedUnit,extracted,Swegon_AHU_QuickGuide.pdf,5,치수·중량 — Swegon_AHU_QuickGuide.pdf p5,ratedAirflow,정격 풍량,290 - 1944,m³/h
swegon-iqlogic-gold-rx-px-cx-sd-ahu-modbus,e5,Swegon,IQlogic — GOLD RX/PX/CX/SD AHU (Modbus),GOLD PX 005,capacityClass,packagedUnit,extracted,Swegon_AHU_QuickGuide.pdf,5,치수·중량 — Swegon_AHU_QuickGuide.pdf p5,sfp15Airflow,SFP 1.5 / 150 Pa 풍량,1620,m³/h
swegon-iqlogic-gold-rx-px-cx-sd-ahu-modbus,e5,Swegon,IQlogic — GOLD RX/PX/CX/SD AHU (Modbus),GOLD PX 005,capacityClass,packagedUnit,extracted,Swegon_AHU_QuickGuide.pdf,5,치수·중량 — Swegon_AHU_QuickGuide.pdf p5,sfp20Airflow,SFP 2.0 / 200 Pa 풍량,2012,m³/h
swegon-iqlogic-gold-rx-px-cx-sd-ahu-modbus,e5,Swegon,IQlogic — GOLD RX/PX/CX/SD AHU (Modbus),GOLD PX 007,capacityClass,packagedUnit,extracted,Swegon_AHU_QuickGuide.pdf,5,치수·중량 — Swegon_AHU_QuickGuide.pdf p5,airflowConfiguration,기류 구성,GOLD PX,
swegon-iqlogic-gold-rx-px-cx-sd-ahu-modbus,e5,Swegon,IQlogic — GOLD RX/PX/CX/SD AHU (Modbus),GOLD PX 007,capacityClass,packagedUnit,extracted,Swegon_AHU_QuickGuide.pdf,5,치수·중량 — Swegon_AHU_QuickGuide.pdf p5,capacityClass,용량대,크기 007,
swegon-iqlogic-gold-rx-px-cx-sd-ahu-modbus,e5,Swegon,IQlogic — GOLD RX/PX/CX/SD AHU (Modbus),GOLD PX 007,capacityClass,packagedUnit,extracted,Swegon_AHU_QuickGuide.pdf,5,치수·중량 — Swegon_AHU_QuickGuide.pdf p5,ecodesignAirflow,Ecodesign 풍량,290 - 2793,m³/h
swegon-iqlogic-gold-rx-px-cx-sd-ahu-modbus,e5,Swegon,IQlogic — GOLD RX/PX/CX/SD AHU (Modbus),GOLD PX 007,capacityClass,packagedUnit,extracted,Swegon_AHU_QuickGuide.pdf,5,치수·중량 — Swegon_AHU_QuickGuide.pdf p5,ratedAirflow,정격 풍량,290 - 2793,m³/h
swegon-iqlogic-gold-rx-px-cx-sd-ahu-modbus,e5,Swegon,IQlogic — GOLD RX/PX/CX/SD AHU (Modbus),GOLD PX 007,capacityClass,packagedUnit,extracted,Swegon_AHU_QuickGuide.pdf,5,치수·중량 — Swegon_AHU_QuickGuide.pdf p5,sfp15Airflow,SFP 1.5 / 150 Pa 풍량,2356,m³/h
swegon-iqlogic-gold-rx-px-cx-sd-ahu-modbus,e5,Swegon,IQlogic — GOLD RX/PX/CX/SD AHU (Modbus),GOLD PX 007,capacityClass,packagedUnit,extracted,Swegon_AHU_QuickGuide.pdf,5,치수·중량 — Swegon_AHU_QuickGuide.pdf p5,sfp20Airflow,SFP 2.0 / 200 Pa 풍량,2700,m³/h
swegon-iqlogic-gold-rx-px-cx-sd-ahu-modbus,e5,Swegon,IQlogic — GOLD RX/PX/CX/SD AHU (Modbus),GOLD PX 008,capacityClass,packagedUnit,extracted,Swegon_AHU_QuickGuide.pdf,5,치수·중량 — Swegon_AHU_QuickGuide.pdf p5,airflowConfiguration,기류 구성,GOLD PX,
swegon-iqlogic-gold-rx-px-cx-sd-ahu-modbus,e5,Swegon,IQlogic — GOLD RX/PX/CX/SD AHU (Modbus),GOLD PX 008,capacityClass,packagedUnit,extracted,Swegon_AHU_QuickGuide.pdf,5,치수·중량 — Swegon_AHU_QuickGuide.pdf p5,capacityClass,용량대,크기 008,
swegon-iqlogic-gold-rx-px-cx-sd-ahu-modbus,e5,Swegon,IQlogic — GOLD RX/PX/CX/SD AHU (Modbus),GOLD PX 008,capacityClass,packagedUnit,extracted,Swegon_AHU_QuickGuide.pdf,5,치수·중량 — Swegon_AHU_QuickGuide.pdf p5,ecodesignAirflow,Ecodesign 풍량,720 - 2844,m³/h
swegon-iqlogic-gold-rx-px-cx-sd-ahu-modbus,e5,Swegon,IQlogic — GOLD RX/PX/CX/SD AHU (Modbus),GOLD PX 008,capacityClass,packagedUnit,extracted,Swegon_AHU_QuickGuide.pdf,5,치수·중량 — Swegon_AHU_QuickGuide.pdf p5,ratedAirflow,정격 풍량,720 - 2844,m³/h
swegon-iqlogic-gold-rx-px-cx-sd-ahu-modbus,e5,Swegon,IQlogic — GOLD RX/PX/CX/SD AHU (Modbus),GOLD PX 008,capacityClass,packagedUnit,extracted,Swegon_AHU_QuickGuide.pdf,5,치수·중량 — Swegon_AHU_QuickGuide.pdf p5,sfp15Airflow,SFP 1.5 / 150 Pa 풍량,2482,m³/h
swegon-iqlogic-gold-rx-px-cx-sd-ahu-modbus,e5,Swegon,IQlogic — GOLD RX/PX/CX/SD AHU (Modbus),GOLD PX 008,capacityClass,packagedUnit,extracted,Swegon_AHU_QuickGuide.pdf,5,치수·중량 — Swegon_AHU_QuickGuide.pdf p5,sfp20Airflow,SFP 2.0 / 200 Pa 풍량,2980,m³/h
swegon-iqlogic-gold-rx-px-cx-sd-ahu-modbus,e5,Swegon,IQlogic — GOLD RX/PX/CX/SD AHU (Modbus),GOLD PX 011,capacityClass,packagedUnit,extracted,Swegon_AHU_QuickGuide.pdf,5,치수·중량 — Swegon_AHU_QuickGuide.pdf p5,airflowConfiguration,기류 구성,GOLD PX,
swegon-iqlogic-gold-rx-px-cx-sd-ahu-modbus,e5,Swegon,IQlogic — GOLD RX/PX/CX/SD AHU (Modbus),GOLD PX 011,capacityClass,packagedUnit,extracted,Swegon_AHU_QuickGuide.pdf,5,치수·중량 — Swegon_AHU_QuickGuide.pdf p5,capacityClass,용량대,크기 011,
swegon-iqlogic-gold-rx-px-cx-sd-ahu-modbus,e5,Swegon,IQlogic — GOLD RX/PX/CX/SD AHU (Modbus),GOLD PX 011,capacityClass,packagedUnit,extracted,Swegon_AHU_QuickGuide.pdf,5,치수·중량 — Swegon_AHU_QuickGuide.pdf p5,ecodesignAirflow,Ecodesign 풍량,720 - 3883,m³/h
swegon-iqlogic-gold-rx-px-cx-sd-ahu-modbus,e5,Swegon,IQlogic — GOLD RX/PX/CX/SD AHU (Modbus),GOLD PX 011,capacityClass,packagedUnit,extracted,Swegon_AHU_QuickGuide.pdf,5,치수·중량 — Swegon_AHU_QuickGuide.pdf p5,ratedAirflow,정격 풍량,720 - 3883,m³/h
swegon-iqlogic-gold-rx-px-cx-sd-ahu-modbus,e5,Swegon,IQlogic — GOLD RX/PX/CX/SD AHU (Modbus),GOLD PX 011,capacityClass,packagedUnit,extracted,Swegon_AHU_QuickGuide.pdf,5,치수·중량 — Swegon_AHU_QuickGuide.pdf p5,sfp15Airflow,SFP 1.5 / 150 Pa 풍량,3367,m³/h
swegon-iqlogic-gold-rx-px-cx-sd-ahu-modbus,e5,Swegon,IQlogic — GOLD RX/PX/CX/SD AHU (Modbus),GOLD PX 011,capacityClass,packagedUnit,extracted,Swegon_AHU_QuickGuide.pdf,5,치수·중량 — Swegon_AHU_QuickGuide.pdf p5,sfp20Airflow,SFP 2.0 / 200 Pa 풍량,3960,m³/h
swegon-iqlogic-gold-rx-px-cx-sd-ahu-modbus,e5,Swegon,IQlogic — GOLD RX/PX/CX/SD AHU (Modbus),GOLD PX 012,capacityClass,packagedUnit,extracted,Swegon_AHU_QuickGuide.pdf,5,치수·중량 — Swegon_AHU_QuickGuide.pdf p5,airflowConfiguration,기류 구성,GOLD PX,
swegon-iqlogic-gold-rx-px-cx-sd-ahu-modbus,e5,Swegon,IQlogic — GOLD RX/PX/CX/SD AHU (Modbus),GOLD PX 012,capacityClass,packagedUnit,extracted,Swegon_AHU_QuickGuide.pdf,5,치수·중량 — Swegon_AHU_QuickGuide.pdf p5,capacityClass,용량대,크기 012,
swegon-iqlogic-gold-rx-px-cx-sd-ahu-modbus,e5,Swegon,IQlogic — GOLD RX/PX/CX/SD AHU (Modbus),GOLD PX 012,capacityClass,packagedUnit,extracted,Swegon_AHU_QuickGuide.pdf,5,치수·중량 — Swegon_AHU_QuickGuide.pdf p5,ecodesignAirflow,Ecodesign 풍량,720 - 3993,m³/h
swegon-iqlogic-gold-rx-px-cx-sd-ahu-modbus,e5,Swegon,IQlogic — GOLD RX/PX/CX/SD AHU (Modbus),GOLD PX 012,capacityClass,packagedUnit,extracted,Swegon_AHU_QuickGuide.pdf,5,치수·중량 — Swegon_AHU_QuickGuide.pdf p5,ratedAirflow,정격 풍량,720 - 3993,m³/h
swegon-iqlogic-gold-rx-px-cx-sd-ahu-modbus,e5,Swegon,IQlogic — GOLD RX/PX/CX/SD AHU (Modbus),GOLD PX 012,capacityClass,packagedUnit,extracted,Swegon_AHU_QuickGuide.pdf,5,치수·중량 — Swegon_AHU_QuickGuide.pdf p5,sfp15Airflow,SFP 1.5 / 150 Pa 풍량,3561,m³/h
swegon-iqlogic-gold-rx-px-cx-sd-ahu-modbus,e5,Swegon,IQlogic — GOLD RX/PX/CX/SD AHU (Modbus),GOLD PX 012,capacityClass,packagedUnit,extracted,Swegon_AHU_QuickGuide.pdf,5,치수·중량 — Swegon_AHU_QuickGuide.pdf p5,sfp20Airflow,SFP 2.0 / 200 Pa 풍량,4320,m³/h
swegon-iqlogic-gold-rx-px-cx-sd-ahu-modbus,e5,Swegon,IQlogic — GOLD RX/PX/CX/SD AHU (Modbus),GOLD PX 014,capacityClass,packagedUnit,extracted,Swegon_AHU_QuickGuide.pdf,5,치수·중량 — Swegon_AHU_QuickGuide.pdf p5,airflowConfiguration,기류 구성,GOLD PX,
swegon-iqlogic-gold-rx-px-cx-sd-ahu-modbus,e5,Swegon,IQlogic — GOLD RX/PX/CX/SD AHU (Modbus),GOLD PX 014,capacityClass,packagedUnit,extracted,Swegon_AHU_QuickGuide.pdf,5,치수·중량 — Swegon_AHU_QuickGuide.pdf p5,capacityClass,용량대,크기 014,
swegon-iqlogic-gold-rx-px-cx-sd-ahu-modbus,e5,Swegon,IQlogic — GOLD RX/PX/CX/SD AHU (Modbus),GOLD PX 014,capacityClass,packagedUnit,extracted,Swegon_AHU_QuickGuide.pdf,5,치수·중량 — Swegon_AHU_QuickGuide.pdf p5,ecodesignAirflow,Ecodesign 풍량,720 - 6495,m³/h
swegon-iqlogic-gold-rx-px-cx-sd-ahu-modbus,e5,Swegon,IQlogic — GOLD RX/PX/CX/SD AHU (Modbus),GOLD PX 014,capacityClass,packagedUnit,extracted,Swegon_AHU_QuickGuide.pdf,5,치수·중량 — Swegon_AHU_QuickGuide.pdf p5,ratedAirflow,정격 풍량,720 - 6495,m³/h
swegon-iqlogic-gold-rx-px-cx-sd-ahu-modbus,e5,Swegon,IQlogic — GOLD RX/PX/CX/SD AHU (Modbus),GOLD PX 014,capacityClass,packagedUnit,extracted,Swegon_AHU_QuickGuide.pdf,5,치수·중량 — Swegon_AHU_QuickGuide.pdf p5,sfp15Airflow,SFP 1.5 / 150 Pa 풍량,5976,m³/h
swegon-iqlogic-gold-rx-px-cx-sd-ahu-modbus,e5,Swegon,IQlogic — GOLD RX/PX/CX/SD AHU (Modbus),GOLD PX 014,capacityClass,packagedUnit,extracted,Swegon_AHU_QuickGuide.pdf,5,치수·중량 — Swegon_AHU_QuickGuide.pdf p5,sfp20Airflow,SFP 2.0 / 200 Pa 풍량,5940,m³/h
swegon-iqlogic-gold-rx-px-cx-sd-ahu-modbus,e5,Swegon,IQlogic — GOLD RX/PX/CX/SD AHU (Modbus),GOLD PX 020,capacityClass,packagedUnit,extracted,Swegon_AHU_QuickGuide.pdf,5,치수·중량 — Swegon_AHU_QuickGuide.pdf p5,airflowConfiguration,기류 구성,GOLD PX,
swegon-iqlogic-gold-rx-px-cx-sd-ahu-modbus,e5,Swegon,IQlogic — GOLD RX/PX/CX/SD AHU (Modbus),GOLD PX 020,capacityClass,packagedUnit,extracted,Swegon_AHU_QuickGuide.pdf,5,치수·중량 — Swegon_AHU_QuickGuide.pdf p5,capacityClass,용량대,크기 020,
swegon-iqlogic-gold-rx-px-cx-sd-ahu-modbus,e5,Swegon,IQlogic — GOLD RX/PX/CX/SD AHU (Modbus),GOLD PX 020,capacityClass,packagedUnit,extracted,Swegon_AHU_QuickGuide.pdf,5,치수·중량 — Swegon_AHU_QuickGuide.pdf p5,ecodesignAirflow,Ecodesign 풍량,1080 - 6844,m³/h
swegon-iqlogic-gold-rx-px-cx-sd-ahu-modbus,e5,Swegon,IQlogic — GOLD RX/PX/CX/SD AHU (Modbus),GOLD PX 020,capacityClass,packagedUnit,extracted,Swegon_AHU_QuickGuide.pdf,5,치수·중량 — Swegon_AHU_QuickGuide.pdf p5,ratedAirflow,정격 풍량,1080 - 6844,m³/h
swegon-iqlogic-gold-rx-px-cx-sd-ahu-modbus,e5,Swegon,IQlogic — GOLD RX/PX/CX/SD AHU (Modbus),GOLD PX 020,capacityClass,packagedUnit,extracted,Swegon_AHU_QuickGuide.pdf,5,치수·중량 — Swegon_AHU_QuickGuide.pdf p5,sfp15Airflow,SFP 1.5 / 150 Pa 풍량,6768,m³/h
swegon-iqlogic-gold-rx-px-cx-sd-ahu-modbus,e5,Swegon,IQlogic — GOLD RX/PX/CX/SD AHU (Modbus),GOLD PX 020,capacityClass,packagedUnit,extracted,Swegon_AHU_QuickGuide.pdf,5,치수·중량 — Swegon_AHU_QuickGuide.pdf p5,sfp20Airflow,SFP 2.0 / 200 Pa 풍량,7560,m³/h
swegon-iqlogic-gold-rx-px-cx-sd-ahu-modbus,e5,Swegon,IQlogic — GOLD RX/PX/CX/SD AHU (Modbus),GOLD PX 025,capacityClass,packagedUnit,extracted,Swegon_AHU_QuickGuide.pdf,5,치수·중량 — Swegon_AHU_QuickGuide.pdf p5,airflowConfiguration,기류 구성,GOLD PX,
swegon-iqlogic-gold-rx-px-cx-sd-ahu-modbus,e5,Swegon,IQlogic — GOLD RX/PX/CX/SD AHU (Modbus),GOLD PX 025,capacityClass,packagedUnit,extracted,Swegon_AHU_QuickGuide.pdf,5,치수·중량 — Swegon_AHU_QuickGuide.pdf p5,capacityClass,용량대,크기 025,
swegon-iqlogic-gold-rx-px-cx-sd-ahu-modbus,e5,Swegon,IQlogic — GOLD RX/PX/CX/SD AHU (Modbus),GOLD PX 025,capacityClass,packagedUnit,extracted,Swegon_AHU_QuickGuide.pdf,5,치수·중량 — Swegon_AHU_QuickGuide.pdf p5,ecodesignAirflow,Ecodesign 풍량,1080 - 9000,m³/h
swegon-iqlogic-gold-rx-px-cx-sd-ahu-modbus,e5,Swegon,IQlogic — GOLD RX/PX/CX/SD AHU (Modbus),GOLD PX 025,capacityClass,packagedUnit,extracted,Swegon_AHU_QuickGuide.pdf,5,치수·중량 — Swegon_AHU_QuickGuide.pdf p5,ratedAirflow,정격 풍량,1080 - 9000,m³/h
swegon-iqlogic-gold-rx-px-cx-sd-ahu-modbus,e5,Swegon,IQlogic — GOLD RX/PX/CX/SD AHU (Modbus),GOLD PX 025,capacityClass,packagedUnit,extracted,Swegon_AHU_QuickGuide.pdf,5,치수·중량 — Swegon_AHU_QuickGuide.pdf p5,sfp15Airflow,SFP 1.5 / 150 Pa 풍량,8280,m³/h
swegon-iqlogic-gold-rx-px-cx-sd-ahu-modbus,e5,Swegon,IQlogic — GOLD RX/PX/CX/SD AHU (Modbus),GOLD PX 025,capacityClass,packagedUnit,extracted,Swegon_AHU_QuickGuide.pdf,5,치수·중량 — Swegon_AHU_QuickGuide.pdf p5,sfp20Airflow,SFP 2.0 / 200 Pa 풍량,9000,m³/h
swegon-iqlogic-gold-rx-px-cx-sd-ahu-modbus,e5,Swegon,IQlogic — GOLD RX/PX/CX/SD AHU (Modbus),GOLD PX 030,capacityClass,packagedUnit,extracted,Swegon_AHU_QuickGuide.pdf,5,치수·중량 — Swegon_AHU_QuickGuide.pdf p5,airflowConfiguration,기류 구성,GOLD PX,
swegon-iqlogic-gold-rx-px-cx-sd-ahu-modbus,e5,Swegon,IQlogic — GOLD RX/PX/CX/SD AHU (Modbus),GOLD PX 030,capacityClass,packagedUnit,extracted,Swegon_AHU_QuickGuide.pdf,5,치수·중량 — Swegon_AHU_QuickGuide.pdf p5,capacityClass,용량대,크기 030,
swegon-iqlogic-gold-rx-px-cx-sd-ahu-modbus,e5,Swegon,IQlogic — GOLD RX/PX/CX/SD AHU (Modbus),GOLD PX 030,capacityClass,packagedUnit,extracted,Swegon_AHU_QuickGuide.pdf,5,치수·중량 — Swegon_AHU_QuickGuide.pdf p5,ecodesignAirflow,Ecodesign 풍량,1800 - 9537,m³/h
swegon-iqlogic-gold-rx-px-cx-sd-ahu-modbus,e5,Swegon,IQlogic — GOLD RX/PX/CX/SD AHU (Modbus),GOLD PX 030,capacityClass,packagedUnit,extracted,Swegon_AHU_QuickGuide.pdf,5,치수·중량 — Swegon_AHU_QuickGuide.pdf p5,ratedAirflow,정격 풍량,1800 - 9537,m³/h
swegon-iqlogic-gold-rx-px-cx-sd-ahu-modbus,e5,Swegon,IQlogic — GOLD RX/PX/CX/SD AHU (Modbus),GOLD PX 030,capacityClass,packagedUnit,extracted,Swegon_AHU_QuickGuide.pdf,5,치수·중량 — Swegon_AHU_QuickGuide.pdf p5,sfp15Airflow,SFP 1.5 / 150 Pa 풍량,9000,m³/h
swegon-iqlogic-gold-rx-px-cx-sd-ahu-modbus,e5,Swegon,IQlogic — GOLD RX/PX/CX/SD AHU (Modbus),GOLD PX 030,capacityClass,packagedUnit,extracted,Swegon_AHU_QuickGuide.pdf,5,치수·중량 — Swegon_AHU_QuickGuide.pdf p5,sfp20Airflow,SFP 2.0 / 200 Pa 풍량,10855,m³/h
swegon-iqlogic-gold-rx-px-cx-sd-ahu-modbus,e5,Swegon,IQlogic — GOLD RX/PX/CX/SD AHU (Modbus),GOLD PX 035,capacityClass,packagedUnit,extracted,Swegon_AHU_QuickGuide.pdf,5,치수·중량 — Swegon_AHU_QuickGuide.pdf p5,airflowConfiguration,기류 구성,GOLD PX,
swegon-iqlogic-gold-rx-px-cx-sd-ahu-modbus,e5,Swegon,IQlogic — GOLD RX/PX/CX/SD AHU (Modbus),GOLD PX 035,capacityClass,packagedUnit,extracted,Swegon_AHU_QuickGuide.pdf,5,치수·중량 — Swegon_AHU_QuickGuide.pdf p5,capacityClass,용량대,크기 035,
swegon-iqlogic-gold-rx-px-cx-sd-ahu-modbus,e5,Swegon,IQlogic — GOLD RX/PX/CX/SD AHU (Modbus),GOLD PX 035,capacityClass,packagedUnit,extracted,Swegon_AHU_QuickGuide.pdf,5,치수·중량 — Swegon_AHU_QuickGuide.pdf p5,ecodesignAirflow,Ecodesign 풍량,1800 - 12803,m³/h
